Player_ID,Player_Name,K/D_Ratio,Avg_Damage,Survival_Time,Tier,Games_Played,Win_Rate (%),Headshot_Rate (%),Assists,Drills,Opinions,Timestamp,Date,Promotion_Ready,Season,Tier_Stage,Tier_Points
c1f11a8e-6bb1-4c8e-9b7b-27629f84ea8d,Player_2e83a408,1.06,105.7,8.31,Bronze,236.0,4.03,12.78,18.0,"Cheer Park, Training Map",Work on kill consistency. Survive longer in matches. Aim for more headshots.,,,0,S2025_3,1.0,50.0
73a5e534-1a22-4822-a87e-445bebeda691,Player_89eb273e,0.77,95.5,7.51,Bronze,426.0,3.66,17.68,18.0,"Cheer Park, 2v2 TDM",Work on kill consistency. Improve damage output. Survive longer in matches.,,,0,S2025_3,2.0,54.0
f79a26a4-7f63-4ab1-9457-f9db9ab9c98a,Player_e37eb610,1.07,68.8,7.01,Bronze,258.0,4.99,14.84,20.0,"2v2 TDM, Cheer Park",Work on kill consistency. Improve damage output. Survive longer in matches. Aim for more headshots.,,,0,S2025_3,4.0,41.0
87644abf-5b13-49b6-b887-f67ce7311947,Player_731789d9,0.59,145.4,8.35,Bronze,91.0,4.26,19.14,19.0,"Training Map, Cheer Park",Work on kill consistency. Survive longer in matches.,,,0,S2025_3,4.0,24.0
adc8be71-ff95-4077-a373-0677e6c77f6c,Player_6892a630,1.17,65.9,5.37,Bronze,428.0,1.86,12.4,1.0,"2v2 TDM, Training Map",Work on kill consistency. Improve damage output. Survive longer in matches. Aim for more headshots.,,,0,S2025_3,3.0,37.0
d06c81b8-4070-4297-9198-964fce358246,Player_86399ba2,1.3,74.4,6.44,Bronze,99.0,3.26,13.25,7.0,"Cheer Park, 2v2 TDM",Work on kill consistency. Improve damage output. Survive longer in matches. Aim for more headshots.,,,0,S2025_3,1.0,71.0
9f5e73fa-ef69-47ce-8e98-5cfa796f9988,Player_db69272d,0.97,111.5,9.48,Bronze,180.0,3.66,12.93,1.0,"Training Map, Cheer Park",Work on kill consistency. Survive longer in matches. Aim for more headshots.,,,0,S2025_3,3.0,99.0
0f525014-c5ba-497f-9e1a-5c2695e8589d,Player_31962231,1.4,103.3,7.84,Bronze,251.0,1.94,10.62,16.0,"2v2 TDM, Training Map",Work on kill consistency. Survive longer in matches. Aim for more headshots.,,,0,S2025_3,5.0,1.0
e7ab992f-95c3-46ee-83b0-f5caab4e5951,Player_33f64886,0.96,72.8,5.85,Bronze,209.0,4.29,11.59,11.0,"2v2 TDM, Training Map",Work on kill consistency. Improve damage output. Survive longer in matches. Aim for more headshots.,,,0,S2025_3,5.0,60.0
fdd2b636-9003-458c-8e03-69591f042474,Player_50621395,0.93,134.1,11.98,Bronze,247.0,2.44,12.91,5.0,"Cheer Park, Training Map",Work on kill consistency. Aim for more headshots.,,,0,S2025_3,1.0,35.0
444c782a-c0c0-4f4b-b2e5-94e94d0b2b07,Player_d4d5735a,1.29,88.4,7.87,Bronze,134.0,1.97,11.18,13.0,"Cheer Park, 2v2 TDM",Work on kill consistency. Improve damage output. Survive longer in matches. Aim for more headshots.,,,0,S2025_3,4.0,29.0
dde66839-3f34-4e0d-b62d-8cfc631a4a37,Player_787b4eb0,1.37,141.0,8.19,Bronze,181.0,4.41,14.48,13.0,"2v2 TDM, Training Map",Work on kill consistency. Survive longer in matches. Aim for more headshots.,,,0,S2025_3,5.0,85.0
af515743-6b2e-40a9-978d-e842a3b00132,Player_adce7d94,0.58,54.3,11.93,Bronze,272.0,4.58,19.36,12.0,"2v2 TDM, Cheer Park",Work on kill consistency. Improve damage output.,,,0,S2025_3,5.0,23.0
cf958913-89ce-4711-bff6-76ed41a0d027,Player_a2f6276a,0.98,90.4,10.18,Bronze,210.0,4.35,12.74,9.0,"2v2 TDM, Cheer Park",Work on kill consistency. Improve damage output. Aim for more headshots.,,,0,S2025_3,4.0,12.0
05f1166e-55f3-46fe-91ef-deb22e0325fa,Player_b2a5eb1b,0.95,68.8,11.67,Bronze,412.0,2.84,16.83,11.0,"2v2 TDM, Cheer Park",Work on kill consistency. Improve damage output.,,,0,S2025_3,3.0,95.0
345b4005-6206-40ba-8039-7d55972a5821,Player_3e225d35,0.77,107.8,9.93,Bronze,321.0,4.13,18.37,15.0,"Cheer Park, 2v2 TDM",Work on kill consistency. Survive longer in matches.,,,0,S2025_3,5.0,14.0
f04681f8-677a-4efd-bc56-c87b25c45290,Player_de71bc21,1.37,81.2,8.55,Bronze,278.0,3.58,12.14,8.0,"2v2 TDM, Cheer Park",Work on kill consistency. Improve damage output. Survive longer in matches. Aim for more headshots.,,,0,S2025_3,1.0,31.0
4ee4d53f-dcdb-4494-b6e4-4024bcc10bd0,Player_ef708ef7,0.85,112.3,10.11,Bronze,348.0,2.64,17.96,19.0,"Cheer Park, Training Map",Work on kill consistency.,,,0,S2025_3,2.0,51.0
697eb75e-fbc5-4e5d-bc21-76eb1bd4cd1c,Player_22b4a5fe,1.1,68.5,9.4,Bronze,375.0,4.74,16.52,15.0,"2v2 TDM, Cheer Park",Work on kill consistency. Improve damage output. Survive longer in matches.,,,0,S2025_3,1.0,71.0
8f7b979c-a00e-4d9c-b16a-5a3f89e45872,Player_77be9757,0.9,74.5,5.14,Bronze,295.0,4.48,14.98,15.0,"Cheer Park, Training Map",Work on kill consistency. Improve damage output. Survive longer in matches. Aim for more headshots.,,,0,S2025_3,1.0,40.0
9966b82d-061c-445a-849d-b15c12fadb44,Player_4978f30d,1.03,79.3,5.33,Bronze,354.0,1.57,16.38,10.0,"Training Map, 2v2 TDM",Work on kill consistency. Improve damage output. Survive longer in matches.,,,0,S2025_3,4.0,52.0
cabb447e-3e56-44af-9532-e95f55ce9f64,Player_dfe134aa,1.28,102.4,10.86,Bronze,282.0,3.46,11.37,9.0,"2v2 TDM, Training Map",Work on kill consistency. Aim for more headshots.,,,0,S2025_3,2.0,41.0
275cb98c-3bde-4af0-80bf-51115a529eb7,Player_2939c7ce,1.36,148.0,8.39,Bronze,106.0,3.06,15.67,8.0,"2v2 TDM, Training Map",Work on kill consistency. Survive longer in matches.,,,0,S2025_3,5.0,90.0
f5cb6fca-ae3e-4a8f-a596-c4c22dae02db,Player_21f122e3,0.87,133.9,5.76,Bronze,132.0,1.53,11.04,8.0,"Cheer Park, 2v2 TDM",Work on kill consistency. Survive longer in matches. Aim for more headshots.,,,0,S2025_3,4.0,66.0
4dd096f2-b975-4e32-aa51-acd6f653d8d4,Player_f4ddab97,0.79,89.9,6.65,Bronze,425.0,2.2,12.9,17.0,"Training Map, Cheer Park",Work on kill consistency. Improve damage output. Survive longer in matches. Aim for more headshots.,,,0,S2025_3,2.0,69.0
bde007d6-99bf-4f94-b5a3-36777671a538,Player_de8e991c,1.4,85.6,8.87,Bronze,131.0,2.13,15.2,10.0,"Cheer Park, Training Map",Work on kill consistency. Improve damage output. Survive longer in matches.,,,0,S2025_3,3.0,73.0
f38ba027-817f-488a-a872-d1254408426b,Player_ee9a3a57,1.48,88.0,10.56,Bronze,51.0,3.86,14.36,7.0,"Training Map, Cheer Park",Work on kill consistency. Improve damage output. Aim for more headshots.,,,0,S2025_3,5.0,94.0
f439f383-9ffc-4164-a2c0-49faed3c6ed8,Player_234a29de,0.76,149.9,10.99,Bronze,496.0,4.71,15.54,5.0,"2v2 TDM, Training Map",Work on kill consistency.,,,0,S2025_3,3.0,0.0
3f8cb38c-6a96-43af-a2d2-233a4538b774,Player_a16b3d74,1.0,56.2,5.41,Bronze,200.0,2.16,13.2,4.0,"Training Map, Cheer Park",Work on kill consistency. Improve damage output. Survive longer in matches. Aim for more headshots.,,,0,S2025_3,4.0,65.0
98fcc399-d05d-400f-a4ed-ba8163c5c85d,Player_d7aa5a98,1.43,117.3,8.25,Bronze,476.0,2.68,15.29,7.0,"Cheer Park, Training Map",Work on kill consistency. Survive longer in matches.,,,0,S2025_3,2.0,36.0
cd058c3c-77f2-4f40-91e1-deefd7ff52a7,Player_53bb4835,1.26,93.8,7.65,Bronze,208.0,3.35,14.42,8.0,"Training Map, 2v2 TDM",Work on kill consistency. Improve damage output. Survive longer in matches. Aim for more headshots.,,,0,S2025_3,2.0,92.0
5aec2d81-1795-42fe-b889-37af69571c4e,Player_adf21ebb,0.96,72.1,8.93,Bronze,115.0,2.07,13.05,4.0,"Training Map, Cheer Park",Work on kill consistency. Improve damage output. Survive longer in matches. Aim for more headshots.,,,0,S2025_3,3.0,35.0
f575bfba-6c16-4d7f-8ca7-bbbfad245cb1,Player_b0960333,0.54,56.2,10.18,Bronze,229.0,3.25,19.96,12.0,"Training Map, 2v2 TDM",Work on kill consistency. Improve damage output.,,,0,S2025_3,5.0,62.0
232a9801-d4fa-4a66-890a-50e095747095,Player_9ea789bc,0.96,95.0,11.26,Bronze,437.0,1.62,10.24,2.0,"2v2 TDM, Training Map",Work on kill consistency. Improve damage output. Aim for more headshots.,,,0,S2025_3,2.0,70.0
6a72b01d-8aaa-41cd-bec1-a4a631de00f1,Player_fce777db,1.16,82.7,5.21,Bronze,322.0,2.65,16.71,16.0,"Training Map, 2v2 TDM",Work on kill consistency. Improve damage output. Survive longer in matches.,,,0,S2025_3,1.0,27.0
5ce9af11-5037-4ad6-a890-27459458dc66,Player_c21850d4,1.41,72.8,11.84,Bronze,220.0,1.99,12.9,5.0,"2v2 TDM, Cheer Park",Work on kill consistency. Improve damage output. Aim for more headshots.,,,0,S2025_3,4.0,45.0
557cc555-d0d2-4ff9-967f-dce093d0ec6e,Player_4e95c9e1,1.01,128.7,8.42,Bronze,413.0,4.41,13.65,9.0,"Training Map, Cheer Park",Work on kill consistency. Survive longer in matches. Aim for more headshots.,,,0,S2025_3,3.0,99.0
1a3b1d39-665b-4a86-ae03-1106d958aeb0,Player_3ca246c2,1.46,120.5,9.43,Bronze,142.0,2.87,10.79,5.0,"Training Map, 2v2 TDM",Work on kill consistency. Survive longer in matches. Aim for more headshots.,,,0,S2025_3,5.0,79.0
2698889c-4122-4fad-a1b8-4720c09d0df4,Player_ad33b286,1.22,138.4,6.93,Bronze,302.0,2.58,13.61,14.0,"Cheer Park, Training Map",Work on kill consistency. Survive longer in matches. Aim for more headshots.,,,0,S2025_3,1.0,71.0
cba9c772-440e-4de4-b610-dccfb1e857d3,Player_5a031a0e,1.12,120.6,11.99,Bronze,345.0,4.44,14.32,19.0,"Cheer Park, Training Map",Work on kill consistency. Aim for more headshots.,,,0,S2025_3,2.0,98.0
27584fb8-4d0c-442b-a9dd-4145081bf86f,Player_d099eef9,0.53,97.8,10.7,Bronze,494.0,3.95,11.71,1.0,"Cheer Park, 2v2 TDM",Work on kill consistency. Improve damage output. Aim for more headshots.,,,0,S2025_3,5.0,8.0
2410b3bd-5e2c-4481-9335-423f79dde120,Player_6fc39221,1.48,148.5,8.87,Bronze,480.0,1.56,16.2,14.0,"2v2 TDM, Training Map",Work on kill consistency. Survive longer in matches.,,,0,S2025_3,3.0,14.0
5de6c152-f65d-40ec-9f05-8fda46845aa0,Player_2959d304,0.53,66.8,10.09,Bronze,107.0,4.9,13.94,11.0,"Training Map, 2v2 TDM",Work on kill consistency. Improve damage output. Aim for more headshots.,,,0,S2025_3,2.0,28.0
f4960124-7981-4fde-8f0f-02db1ef7f7e1,Player_a33b14e3,1.32,60.2,8.56,Bronze,95.0,4.56,10.42,10.0,"Cheer Park, Training Map",Work on kill consistency. Improve damage output. Survive longer in matches. Aim for more headshots.,,,0,S2025_3,2.0,67.0
d047c65d-0f66-4f7c-8222-7ec290f0a10f,Player_60f8153a,0.79,105.2,7.76,Bronze,353.0,4.75,11.94,2.0,"Cheer Park, 2v2 TDM",Work on kill consistency. Survive longer in matches. Aim for more headshots.,,,0,S2025_3,5.0,28.0
96e69a9d-ceb7-4d0e-8ec6-ad8ec5ffce9c,Player_56ce1638,0.93,137.6,10.34,Bronze,216.0,3.58,16.18,16.0,"Training Map, Cheer Park",Work on kill consistency.,,,0,S2025_3,3.0,62.0
0d3ebd23-6e51-4c79-96f0-10001b5c096e,Player_961a74ac,1.15,70.2,6.87,Bronze,416.0,2.87,19.46,17.0,"2v2 TDM, Training Map",Work on kill consistency. Improve damage output. Survive longer in matches.,,,0,S2025_3,5.0,35.0
1f2e9ae7-caa9-41c7-b473-faed2fe7fc5f,Player_401d3a1c,1.1,148.9,6.61,Bronze,224.0,2.13,17.16,4.0,"Training Map, Cheer Park",Work on kill consistency. Survive longer in matches.,,,0,S2025_3,5.0,69.0
9ae8f863-c179-4c87-8aca-2516c2b3e8d0,Player_6784b899,0.53,69.4,11.45,Bronze,159.0,3.48,13.29,8.0,"2v2 TDM, Cheer Park",Work on kill consistency. Improve damage output. Aim for more headshots.,,,0,S2025_3,1.0,46.0
75af6f95-0a00-434e-a0de-3623a1d7714e,Player_656074b6,1.46,70.2,9.9,Bronze,85.0,4.36,11.47,10.0,"Training Map, 2v2 TDM",Work on kill consistency. Improve damage output. Survive longer in matches. Aim for more headshots.,,,0,S2025_3,4.0,74.0
668245cc-6dac-4c19-995d-4f5ddb8f9481,Player_23d71713,1.41,133.7,11.94,Bronze,181.0,3.91,12.43,4.0,"2v2 TDM, Training Map",Work on kill consistency. Aim for more headshots.,,,0,S2025_3,3.0,6.0
f2a9fb8e-9836-41b9-b20b-a62c91207be9,Player_c2a3a365,1.27,136.3,5.48,Bronze,172.0,3.18,17.44,3.0,"Training Map, 2v2 TDM",Work on kill consistency. Survive longer in matches.,,,0,S2025_3,5.0,17.0
e3181fb2-f040-4c36-8c0a-70c414bcd243,Player_d554cfbe,0.83,110.9,10.15,Bronze,127.0,1.93,11.31,8.0,"2v2 TDM, Training Map",Work on kill consistency. Aim for more headshots.,,,0,S2025_3,2.0,92.0
f44e4575-011a-4d61-a60b-09db881f7d17,Player_a95f5552,0.73,82.2,6.96,Bronze,420.0,2.4,18.83,3.0,"Cheer Park, Training Map",Work on kill consistency. Improve damage output. Survive longer in matches.,,,0,S2025_3,5.0,49.0
64575cd5-d347-40b6-9f3e-bdd5ef619fac,Player_c80360ec,1.02,81.1,6.24,Bronze,182.0,3.61,10.94,16.0,"Training Map, Cheer Park",Work on kill consistency. Improve damage output. Survive longer in matches. Aim for more headshots.,,,0,S2025_3,1.0,56.0
d8b94f9d-3d51-4957-b229-f57666febe36,Player_1ee9976a,1.05,52.1,10.99,Bronze,148.0,4.84,18.42,19.0,"Cheer Park, Training Map",Work on kill consistency. Improve damage output.,,,0,S2025_3,5.0,70.0
b6c90545-a147-4625-8047-64639f83b4c2,Player_f2a4a89e,1.39,108.8,5.05,Bronze,309.0,3.7,11.6,1.0,"Training Map, 2v2 TDM",Work on kill consistency. Survive longer in matches. Aim for more headshots.,,,0,S2025_3,4.0,53.0
85f0c5ea-4c72-49e3-9ee0-1ce89bbc8f26,Player_e4b1c88c,1.05,142.1,7.05,Bronze,101.0,1.64,16.87,15.0,"2v2 TDM, Training Map",Work on kill consistency. Survive longer in matches.,,,0,S2025_3,2.0,97.0
65704593-ba5d-4840-8b02-8b165d5d680a,Player_f71c8818,0.62,88.0,7.25,Bronze,308.0,1.7,14.34,1.0,"2v2 TDM, Training Map",Work on kill consistency. Improve damage output. Survive longer in matches. Aim for more headshots.,,,0,S2025_3,5.0,85.0
e03227cd-edd8-4a6d-878c-01981b2d4dcf,Player_bee4eff4,0.98,64.9,5.21,Bronze,83.0,3.81,18.39,14.0,"Training Map, Cheer Park",Work on kill consistency. Improve damage output. Survive longer in matches.,,,0,S2025_3,5.0,51.0
a048e83c-8c83-46d2-b112-bf71d8c0829e,Player_cd4f6768,0.6,115.0,6.12,Bronze,73.0,3.12,10.64,6.0,"Cheer Park, 2v2 TDM",Work on kill consistency. Survive longer in matches. Aim for more headshots.,,,0,S2025_3,2.0,84.0
695b0534-ba79-46ec-bad7-f5916dc6bc7e,Player_e2ea7533,0.97,95.1,10.72,Bronze,363.0,1.85,16.11,18.0,"Cheer Park, Training Map",Work on kill consistency. Improve damage output.,,,0,S2025_3,3.0,71.0
b2456c79-0bf6-4639-a7a5-50179a74cd7f,Player_f365e046,1.16,112.6,7.91,Bronze,389.0,2.03,12.55,12.0,"2v2 TDM, Training Map",Work on kill consistency. Survive longer in matches. Aim for more headshots.,,,0,S2025_3,1.0,69.0
1df17636-83f8-4fef-9dfb-5dc8a49e7d81,Player_2a102278,1.16,139.4,10.5,Bronze,310.0,3.69,19.83,4.0,"Training Map, Cheer Park",Work on kill consistency.,,,0,S2025_3,1.0,5.0
fdc28d27-bcbe-4529-bc98-77e71b3126d2,Player_1458fa66,0.67,74.8,11.11,Bronze,109.0,1.76,15.26,20.0,"Training Map, 2v2 TDM",Work on kill consistency. Improve damage output.,,,0,S2025_3,4.0,72.0
fed2426f-c594-46f2-a630-819faa22bd94,Player_5b671499,0.59,115.5,8.92,Bronze,317.0,2.76,11.5,8.0,"Training Map, 2v2 TDM",Work on kill consistency. Survive longer in matches. Aim for more headshots.,,,0,S2025_3,1.0,1.0
a4d09940-e7bf-4659-801b-e12044eac70e,Player_164f1518,0.84,68.3,6.61,Bronze,78.0,2.34,19.91,11.0,"Training Map, Cheer Park",Work on kill consistency. Improve damage output. Survive longer in matches.,,,0,S2025_3,5.0,87.0
8f9363cc-8663-4f99-8d54-5bee019a2cab,Player_80218cbc,1.27,122.5,6.91,Bronze,336.0,2.13,13.27,6.0,"Training Map, 2v2 TDM",Work on kill consistency. Survive longer in matches. Aim for more headshots.,,,0,S2025_3,5.0,29.0
01675834-ccf3-4d98-9d2f-6d08c30bc4d2,Player_ead7bb1a,1.15,94.8,6.54,Bronze,484.0,1.09,16.43,10.0,"Training Map, 2v2 TDM",Work on kill consistency. Improve damage output. Survive longer in matches.,,,0,S2025_3,2.0,89.0
874ab79d-9864-4fc5-80d0-7575531f25b2,Player_44319738,1.04,148.5,7.52,Bronze,473.0,1.23,15.77,18.0,"Training Map, 2v2 TDM",Work on kill consistency. Survive longer in matches.,,,0,S2025_3,3.0,40.0
127e3dc8-ba59-4a29-a3fa-37d54e01a338,Player_695c329d,0.66,72.7,8.24,Bronze,488.0,1.2,12.36,11.0,"Training Map, Cheer Park",Work on kill consistency. Improve damage output. Survive longer in matches. Aim for more headshots.,,,0,S2025_3,3.0,23.0
1c516f3f-7a64-4997-8f6b-3b0dadd72011,Player_b608bbab,0.55,66.4,9.79,Bronze,297.0,1.09,16.74,9.0,"Training Map, 2v2 TDM",Work on kill consistency. Improve damage output. Survive longer in matches.,,,0,S2025_3,5.0,96.0
d6ad452e-31db-4fb3-a9b9-14952a77d525,Player_922c1dee,0.6,120.0,6.31,Bronze,327.0,1.45,12.99,8.0,"Cheer Park, Training Map",Work on kill consistency. Survive longer in matches. Aim for more headshots.,,,0,S2025_3,3.0,55.0
bb6ef400-a618-4692-95b9-f008fc988df3,Player_bd9502d1,0.92,86.1,7.22,Bronze,154.0,1.9,18.58,11.0,"2v2 TDM, Cheer Park",Work on kill consistency. Improve damage output. Survive longer in matches.,,,0,S2025_3,5.0,30.0
e749b7a0-f947-4668-aa47-4ecf8b11c02f,Player_ffec03a3,0.64,90.0,11.36,Bronze,163.0,2.09,11.61,5.0,"Cheer Park, 2v2 TDM",Work on kill consistency. Improve damage output. Aim for more headshots.,,,0,S2025_3,1.0,33.0
1bdcd7be-017e-43fb-906b-9c3356b5ca27,Player_4d16a55c,0.54,143.1,11.81,Bronze,383.0,4.33,13.3,17.0,"Training Map, Cheer Park",Work on kill consistency. Aim for more headshots.,,,0,S2025_3,2.0,72.0
2571eb13-9848-4a34-9849-ba9e66e827ed,Player_c4c18dec,1.37,135.0,10.41,Bronze,328.0,1.31,17.38,6.0,"Cheer Park, 2v2 TDM",Work on kill consistency.,,,0,S2025_3,1.0,74.0
667e2e6e-c6d7-4023-ac18-e3c706653e38,Player_49732a42,1.13,60.5,10.2,Bronze,86.0,3.56,12.7,15.0,"Cheer Park, 2v2 TDM",Work on kill consistency. Improve damage output. Aim for more headshots.,,,0,S2025_3,1.0,10.0
d940487c-c955-410b-b1dc-9e14972f0c46,Player_d4a0dd81,0.52,128.7,7.88,Bronze,207.0,1.57,16.29,8.0,"Training Map, Cheer Park",Work on kill consistency. Survive longer in matches.,,,0,S2025_3,5.0,62.0
85563b42-893a-4a8d-9180-7e6c2e671bcb,Player_81b0f628,1.18,120.4,7.62,Bronze,53.0,3.67,10.5,16.0,"Training Map, Cheer Park",Work on kill consistency. Survive longer in matches. Aim for more headshots.,,,0,S2025_3,3.0,26.0
5d57905b-a382-4720-b308-93436ebfbcf4,Player_3a145c76,0.93,69.6,9.96,Bronze,157.0,2.32,10.64,16.0,"2v2 TDM, Cheer Park",Work on kill consistency. Improve damage output. Survive longer in matches. Aim for more headshots.,,,0,S2025_3,2.0,63.0
3a5238c7-6d2d-458d-997f-010a6e590aca,Player_afcc6120,0.64,87.0,8.17,Bronze,443.0,4.58,17.92,16.0,"Training Map, 2v2 TDM",Work on kill consistency. Improve damage output. Survive longer in matches.,,,0,S2025_3,3.0,35.0
a0ca4c3d-200e-4381-8099-703e132cb506,Player_7b7012c7,0.86,81.4,6.68,Bronze,308.0,1.08,15.81,5.0,"2v2 TDM, Training Map",Work on kill consistency. Improve damage output. Survive longer in matches.,,,0,S2025_3,1.0,41.0
570daca0-6aa8-4706-b9c1-bf19e3c1381e,Player_4d796535,0.94,74.7,9.61,Bronze,275.0,3.96,13.02,19.0,"2v2 TDM, Cheer Park",Work on kill consistency. Improve damage output. Survive longer in matches. Aim for more headshots.,,,0,S2025_3,3.0,95.0
a5c6a315-9757-4777-acac-4a862a7d9a36,Player_219d2b4e,1.35,140.9,11.43,Bronze,418.0,3.64,14.67,13.0,"2v2 TDM, Training Map",Work on kill consistency. Aim for more headshots.,,,0,S2025_3,3.0,46.0
b6aef2ef-25dd-4bdb-8c68-33a0b6d05436,Player_0f6d094b,1.18,144.4,11.57,Bronze,470.0,4.29,15.54,12.0,"Training Map, 2v2 TDM",Work on kill consistency.,,,0,S2025_3,2.0,11.0
ce64d782-c9d2-4f35-929c-0505233e4e23,Player_01aa9d6d,1.2,69.9,8.31,Bronze,161.0,3.32,18.65,8.0,"Cheer Park, 2v2 TDM",Work on kill consistency. Improve damage output. Survive longer in matches.,,,0,S2025_3,3.0,89.0
b94e1d2c-5aa6-4d7d-884f-6517f238c68b,Player_c559f3e0,1.44,58.1,8.6,Bronze,290.0,1.61,15.42,14.0,"Cheer Park, Training Map",Work on kill consistency. Improve damage output. Survive longer in matches.,,,0,S2025_3,1.0,35.0
289dcf9a-ce7f-486d-a3e5-4e7a7651c149,Player_31251229,1.15,52.9,9.74,Bronze,392.0,4.76,15.17,1.0,"Cheer Park, Training Map",Work on kill consistency. Improve damage output. Survive longer in matches.,,,0,S2025_3,4.0,15.0
1a9c766f-2aaf-44cd-838d-fca06c638f5d,Player_1d68fd5e,1.29,82.1,10.58,Bronze,222.0,1.02,18.63,16.0,"Training Map, Cheer Park",Work on kill consistency. Improve damage output.,,,0,S2025_3,1.0,59.0
681a4cb7-bac8-423b-912a-095e31a6759e,Player_5587ba25,1.45,106.8,6.24,Bronze,62.0,2.64,13.13,6.0,"Cheer Park, 2v2 TDM",Work on kill consistency. Survive longer in matches. Aim for more headshots.,,,0,S2025_3,3.0,95.0
2d46b75f-2af3-447d-b265-2bd326b45b55,Player_f43760ff,0.72,145.9,9.12,Bronze,488.0,4.42,16.78,17.0,"Cheer Park, 2v2 TDM",Work on kill consistency. Survive longer in matches.,,,0,S2025_3,2.0,35.0
80fb95ed-00af-4553-81ab-2cbbb6b9d23d,Player_5d949e79,0.97,56.2,11.57,Bronze,156.0,2.82,13.5,18.0,"Training Map, 2v2 TDM",Work on kill consistency. Improve damage output. Aim for more headshots.,,,0,S2025_3,5.0,90.0
aaa96014-13b1-4ca9-8672-d4686ca727d6,Player_ac6d0b23,1.25,83.6,8.45,Bronze,272.0,1.2,11.73,11.0,"2v2 TDM, Cheer Park",Work on kill consistency. Improve damage output. Survive longer in matches. Aim for more headshots.,,,0,S2025_3,1.0,32.0
0c5c2b87-b6cc-42cc-b420-0bea558c84ba,Player_9413d2ac,1.15,69.2,11.52,Bronze,300.0,4.74,11.97,18.0,"Cheer Park, Training Map",Work on kill consistency. Improve damage output. Aim for more headshots.,,,0,S2025_3,4.0,31.0
4fb83426-95fe-4a33-a8a4-a9fbb7b18435,Player_5482860a,0.55,86.5,7.07,Bronze,175.0,1.88,16.08,4.0,"Cheer Park, Training Map",Work on kill consistency. Improve damage output. Survive longer in matches.,,,0,S2025_3,2.0,39.0
8d89c203-2688-428d-8b2a-66e2befa71f6,Player_01328d0a,1.08,56.4,6.81,Bronze,118.0,3.75,10.04,12.0,"2v2 TDM, Cheer Park",Work on kill consistency. Improve damage output. Survive longer in matches. Aim for more headshots.,,,0,S2025_3,4.0,33.0
6f5eeab3-62c3-447b-8587-2d5bd14d5b01,Player_929c7889,0.59,132.6,7.24,Bronze,264.0,3.91,15.55,6.0,"Training Map, 2v2 TDM",Work on kill consistency. Survive longer in matches.,,,0,S2025_3,3.0,74.0
